CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
CLIN21978;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Granada;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;2774;5334;6;49
CLIN21979;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1850;8334;5;41
CLIN21980;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1641;0;4;46
CLIN21981;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Pontevedra;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4841;16914;6;39
CLIN21982;B;TIPO6;FUEL 2;Media;M;Contado;OTROS;F;Empresa;Malaga;NO;NO;NO;Medio-Bajo;NO DATA;Averia leve;NO;1192;16415;8;53
CLIN21983;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Funcionario;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;0;17184;8;54
CLIN21984;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Valladolid;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1381;8499;8;51
CLIN21985;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2668;17569;8;40
CLIN21986;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1779;0;5;46
CLIN21987;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Ciudad Real;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3064;23904;4;58
CLIN21988;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Huelva;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;0;3886;7;46
CLIN21989;B;TIPO6;FUEL 2;Media;M;Otros;OTROS;M;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;No;NO;1599;11830;7;61
CLIN21990;B;TIPO6;FUEL 2;Media;M;Financiera Banco;SOLTERO;M;Funcionario;Asturias;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;5926;31117;9;52
CLIN21991;B;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;F;Empresa;Jaen;NO;NO;NO;NA;SI;No;NO;2184;9203;5;56
CLIN21992;B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;4008;6502;6;59
CLIN21993;B;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Huelva;SI;NO;NO;Medio-Bajo;SI;No;NO;2096;17892;3;45
CLIN21994;B;TIPO6;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Madrid;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;1886;14563;6;48
CLIN21995;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1708;24461;7;52
CLIN21996;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Granada;NO;NO;NO;Medio-Bajo;SI;No;NO;1708;9554;7;58
CLIN21997;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;3123;7558;4;61
CLIN21998;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Cadiz;NO;NO;NO;Otros;SI;No;NO;1886;19072;8;39
CLIN21999;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Alicante;NO;NO;NO;Medio;SI;Averia muy grave;SI;1886;7676;6;49
CLIN22000;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Burgos;NO;SI;NO;Medio;SI;Averia grave;NO;1886;8742;7;50
CLIN22001;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;No;NO;4514;17163;5;43
CLIN22002;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;No;NO;2362;15821;4;57
CLIN22003;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Alicante;NO;SI;NO;Alto;NO DATA;No;SI;2568;9573;5;60
CLIN22004;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Gerona;NO;SI;NO;Alto;NO DATA;No;NO;1538;5065;6;38
CLIN22005;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Alicante;NO;SI;NO;Alto;NO DATA;Averia leve;NO;4832;2779;5;52
CLIN22006;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Malaga;SI;NO;NO;Alto;SI;No;NO;1919;10904;4;39
CLIN22007;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1192;12731;5;44
CLIN22008;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Valencia;NO;NO;NO;Medio;SI;No;SI;1919;24060;4;59
CLIN22009;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1919;20837;7;47
CLIN22010;B;TIPO1;FUEL 2;Media;M;Contado;;;Empresa;Murcia;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;1779;4905;7;45
CLIN22011;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Pontevedra;SI;SI;NO;Alto;NO DATA;Averia grave;NO;2488;13879;4;61
CLIN22012;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Navarra;SI;NO;NO;Medio;SI;No;SI;1779;17957;5;59
CLIN22013;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Funcionario;Valencia;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2603;12129;7;61
CLIN22014;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Zaragoza;NO;NO;NO;NA;SI;No;NO;1779;8273;4;50
CLIN22015;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Funcionario;Jaen;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3518;11469;4;59
CLIN22016;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Gerona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1779;16999;5;42
CLIN22017;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Murcia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2603;24802;7;39
CLIN22018;B;TIPO1;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Barcelona;NO;SI;NO;Otros;NO DATA;Averia grave;NO;1779;21423;5;56
CLIN22019;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Jaen;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;1779;14515;8;47
CLIN22020;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Pontevedra;NO;SI;NO;NA;NO DATA;No;SI;2824;8821;4;50
CLIN22021;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Pontevedra;SI;SI;NO;Medio;NO DATA;No;NO;4523;6846;7;37
CLIN22022;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Barcelona;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;1779;23536;7;48
CLIN22023;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Tarragona;SI;NO;NO;NA;SI;No;NO;3518;12584;7;49
CLIN22024;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Cordoba;NO;NO;NO;Medio-Bajo;SI;No;NO;2488;30876;2;62
CLIN22025;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Pontevedra;NO;SI;NO;Alto;NO DATA;No;NO;657;20239;8;39
CLIN22026;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Pontevedra;NO;NO;NO;NA;NO DATA;No;NO;2397;7481;7;53
CLIN22027;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;La Rioja;NO;NO;NO;Medio;SI;No;NO;1779;19557;5;55
CLIN22028;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;3518;19659;5;48
CLIN22029;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Murcia;SI;NO;NO;Medio-Bajo;SI;Averia grave;SI;1810;18240;8;54
CLIN22030;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Malaga;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;1599;14038;4;49
CLIN22031;B;TIPO1;FUEL 2;Media;M;Contado;;;Empresa;Alicante;NO;NO;NO;Alto;NO DATA;No;NO;2335;0;4;24
CLIN22032;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Baleares;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1593;16786;4;60
CLIN22033;B;TIPO1;FUEL 2;Media;M;Financiera Banco;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;3326;29626;7;61
CLIN22034;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cadiz;NO;NO;NO;NA;SI;No;NO;1422;8281;4;49
CLIN22035;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Alicante;NO;NO;NO;Medio-Bajo;SI;No;NO;3015;4363;5;43
CLIN22036;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Lacoruna;NO;SI;NO;Medio;NO DATA;No;SI;2041;12651;7;56
CLIN22037;B;TIPO1;FUEL 2;Media;M;Otros;;;Empresa;Pontevedra;SI;NO;NO;Alto;NO DATA;No;NO;3023;23152;3;62
CLIN22038;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Funcionario;Cantabria;NO;NO;NO;Medio-Bajo;SI;No;NO;5156;14781;6;46
CLIN22039;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;2041;8680;7;44
CLIN22040;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Pontevedra;NO;NO;NO;Alto;SI;Averia leve;NO;1560;6038;3;48
CLIN22041;B;TIPO1;FUEL 2;Media;M;Financiera Banco;SOLTERO;F;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;SI;No;NO;3160;8912;6;37
CLIN22042;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Toledo;NO;NO;NO;Alto;SI;Averia muy grave;SI;3744;21514;4;60
CLIN22043;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Toledo;NO;NO;NO;Alto;NO DATA;Averia grave;NO;3744;17976;5;62
CLIN22044;B;TIPO1;FUEL 2;Media;M;Contado;;;Empresa;Barcelona;NO;NO;NO;NA;SI;No;NO;2984;20227;4;40
CLIN22045;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Malaga;NO;NO;NO;Medio-Bajo;SI;No;NO;3221;23066;3;46
CLIN22046;B;TIPO1;FUEL 2;Media;M;Financiera Banco;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;1923;19746;3;35
CLIN22047;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;2096;25877;4;47
CLIN22048;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;6903;9076;6;45
CLIN22049;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Toledo;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2949;14464;6;48
CLIN22050;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Funcionario;Lacoruna;NO;SI;NO;Medio;NO DATA;No;NO;2096;8362;3;55
CLIN22051;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Malaga;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;1144;22578;7;54
CLIN22052;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1886;13474;7;48
CLIN22053;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;No;NO;2390;6535;4;57
CLIN22054;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;1886;9890;5;43
CLIN22055;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Teruel;NO;NO;NO;Medio-Bajo;NO DATA;No;SI;2390;14357;7;37
CLIN22056;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio;NO DATA;No;NO;1886;6475;6;53
CLIN22057;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Vizcaya;NO;NO;NO;Alto;NO DATA;No;NO;2532;5131;7;39
CLIN22058;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Toledo;NO;NO;NO;NA;SI;No;NO;1886;16615;4;46
CLIN22059;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Badajoz;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1886;0;4;22
CLIN22060;B;TIPO1;FUEL 1;Media;M;Contado;;;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Alto;SI;No;NO;2532;7319;4;55
CLIN22061;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;NO DATA;No;NO;2532;24640;7;60
CLIN22062;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;SI;NO;NA;NO DATA;No;NO;0;10192;4;51
CLIN22063;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;SI;SI;NO;Alto;NO DATA;No;NO;2532;9856;6;44
CLIN22064;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;2532;21076;8;47
CLIN22065;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;1708;8156;7;56
CLIN22066;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;2390;5862;4;49
CLIN22067;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Baleares;SI;NO;NO;Medio;SI;No;NO;4514;15534;5;43
CLIN22068;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Zaragoza;NO;SI;NO;Alto;NO DATA;No;NO;2840;12412;5;43
CLIN22069;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Pontevedra;SI;NO;NO;Medio;SI;No;NO;2944;10841;6;53
CLIN22070;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Las Palmas;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;8278;8247;3;40
CLIN22071;B;TIPO1;FUEL 1;Media;M;Contado;EN PAREJA;F;Empresa;Murcia;NO;NO;NO;Alto;NO DATA;No;NO;2326;12986;4;54
CLIN22072;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;SI;NO;Medio;NO DATA;Averia muy grave;SI;1538;11553;6;43
CLIN22073;B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Funcionario;Granada;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1538;25482;7;54
CLIN22074;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Alava;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;1538;8070;7;54
CLIN22075;B;TIPO6;FUEL 1;Media;A;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio-Bajo;SI;No;SI;2061;14498;5;54
CLIN22076;B;TIPO6;FUEL 1;Media;A;Contado;EN PAREJA;F;Empresa;Toledo;NO;NO;NO;Alto;SI;No;NO;2061;10386;4;37
CLIN22077;B;TIPO6;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio;SI;Averia muy grave;SI;2362;13400;7;38
CLIN22078;B;TIPO6;FUEL 1;Alta;M;Financiera Banco;SOLTERO;M;Empresa;Cantabria;NO;NO;NO;Alto;SI;No;SI;5156;17753;4;51
CLIN22079;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Malaga;NO;SI;NO;NA;NO DATA;Averia muy grave;SI;2446;21264;3;57
CLIN22080;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Burgos;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;4192;12119;3;66
CLIN22081;B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Palencia;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;3145;27206;4;53
CLIN22082;B;TIPO6;FUEL 1;Media;M;Financiera Banco;CASADO;M;Empresa;Valladolid;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;5613;10225;3;65
CLIN22083;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Vizcaya;NO;SI;NO;Medio;NO DATA;No;SI;0;18648;5;42
CLIN22084;B;TIPO1;FUEL 2;Alta;M;Otros;CASADO;F;Empresa;Pontevedra;SI;SI;NO;Medio;NO DATA;Averia muy grave;SI;3490;13677;7;47
CLIN22085;B;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Baleares;SI;SI;NO;Alto;NO DATA;Averia leve;SI;1513;14895;3;52
CLIN22086;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Funcionario;Vizcaya;SI;NO;NO;Medio;NO DATA;Averia leve;NO;2944;8443;6;53
CLIN22087;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Cordoba;NO;NO;NO;NA;SI;No;NO;1894;13252;5;58
CLIN22088;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Alto;SI;Averia grave;NO;1708;10025;5;50
CLIN22089;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Almeria;NO;SI;NO;Otros;NO DATA;Averia muy grave;SI;2603;11131;5;58
CLIN22090;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Granada;NO;NO;NO;NA;NO DATA;Averia leve;NO;2568;9456;3;59
CLIN22091;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Salamanca;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;1538;10613;7;54
CLIN22092;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Pontevedra;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;1513;28522;5;60
CLIN22093;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;1344;15456;6;40
CLIN22094;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Pontevedra;SI;NO;NO;Alto;SI;Averia grave;NO;1859;24131;4;56
CLIN22095;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;NO;NO;NO;NA;SI;Averia muy grave;SI;2289;14238;7;44
CLIN22096;B;TIPO1;FUEL 1;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;2502;14781;7;44
CLIN22097;B;TIPO1;FUEL 1;Media;A;Contado;SOLTERO;F;Empresa;Zaragoza;SI;NO;NO;Alto;SI;No;NO;1292;12633;3;25
CLIN22098;B;TIPO1;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;SI;SI;NO;Medio;NO DATA;Averia muy grave;SI;1708;14072;7;40
CLIN22099;B;TIPO1;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Granada;SI;NO;NO;Medio;SI;Averia muy grave;SI;1708;27377;6;45
CLIN22100;B;TIPO1;FUEL 1;Alta;M;Otros;SOLTERO;M;Empresa;Lacoruna;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;2294;7744;6;52
CLIN22101;B;TIPO1;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;1708;12040;7;35
CLIN22102;B;TIPO1;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Guipuzcua;NO;NO;NO;Alto;NO DATA;No;NO;1708;11770;8;59
CLIN22103;B;TIPO1;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Madrid;SI;SI;NO;Alto;SI;Averia muy grave;SI;4144;3536;3;50
CLIN22104;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Sevilla;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;2096;16761;5;52
CLIN22105;B;TIPO1;FUEL 2;Media;M;Financiera Banco;SOLTERO;M;Empresa;Gerona;NO;NO;NO;Alto;SI;Averia muy grave;SI;3145;7162;4;48
CLIN22106;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Zaragoza;SI;SI;NO;Medio;SI;No;NO;3145;14844;5;49
CLIN22107;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lacoruna;NO;SI;NO;Medio-Bajo;NO DATA;No;NO;3145;11165;4;47
CLIN22108;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Funcionario;Caceres;SI;SI;NO;Medio;SI;No;NO;3145;20915;5;47
CLIN22109;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;SI;3145;20006;3;54
CLIN22110;B;TIPO1;FUEL 1;Media;M;Contado;OTROS;F;Funcionario;Barcelona;NO;NO;NO;Medio-Bajo;SI;No;NO;2436;8297;4;45
CLIN22111;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;2816;13924;4;47
CLIN22112;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Funcionario;Lugo;SI;NO;NO;Medio-Bajo;SI;No;NO;8380;12960;2;37
CLIN22113;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;4350;14904;4;55
CLIN22114;B;TIPO6;FUEL 1;Media;M;Financiera Banco;SOLTERO;M;Empresa;Pontevedra;NO;SI;NO;Medio;NO DATA;No;NO;3023;12420;3;46
CLIN22115;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Orense;NO;NO;NO;Medio-Bajo;SI;No;NO;7463;7982;5;60
CLIN22116;B;TIPO1;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;0;11020;2;62
CLIN22117;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;SI;Averia grave;NO;7567;11827;4;62
CLIN22118;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Pontevedra;SI;SI;NO;Alto;SI;No;NO;3145;22779;4;47
CLIN22119;B;TIPO1;FUEL 2;Media;M;Financiera Banco;SOLTERO;F;Funcionario;Gerona;NO;NO;NO;NA;SI;No;NO;3145;9695;4;38
CLIN22120;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Funcionario;Madrid;SI;NO;NO;Medio;SI;No;SI;6692;26709;4;50
CLIN22121;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Lerida;NO;NO;NO;Medio;SI;No;SI;6133;30679;3;37
CLIN22122;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Autonomo;Pontevedra;NO;NO;NO;Alto;SI;No;NO;4089;4991;2;51
CLIN22123;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;4089;9771;3;56
CLIN22124;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Ciudad Real;NO;NO;NO;Medio-Bajo;SI;No;NO;6420;15607;2;61
CLIN22125;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;SI;NO;Alto;NO DATA;No;NO;3023;9630;4;21
CLIN22126;B;TIPO1;FUEL 1;Media;M;Financiera Banco;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;3023;14714;4;48
CLIN22127;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;SI;NO;Alto;SI;No;NO;3023;6992;2;49
CLIN22128;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Leon;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;3935;3794;4;51
CLIN22129;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Pontevedra;NO;SI;NO;NA;NO DATA;No;NO;4703;9930;3;48
CLIN22130;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Autonomo;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;No;NO;3023;8039;2;61
CLIN22131;B;TIPO1;FUEL 1;Media;M;Financiera Banco;SOLTERO;M;Empresa;Cordoba;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;7981;10949;3;58
CLIN22132;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Burgos;NO;SI;NO;Medio;SI;No;NO;3935;8719;4;38
CLIN22133;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Sevilla;NO;NO;NO;Medio;NO DATA;No;SI;4703;11897;2;55
CLIN22134;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Guipuzcua;SI;SI;NO;Medio-Bajo;SI;Averia leve;NO;3935;11646;3;61
CLIN22135;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;6214;14390;2;59
CLIN22136;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Baleares;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;3606;0;4;35
CLIN22137;B;TIPO1;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;NO;SI;NO;NA;SI;No;NO;6214;14088;3;55
