CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
CLIN1;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Asturias;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;3239;0;2;18
CLIN2;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Toledo;NO;NO;NO;Medio-Bajo;SI;No;NO;1541;7187;2;53
CLIN3;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Lerida;NO;NO;NO;Medio;NO DATA;No;NO;1541;0;4;21
CLIN4;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Funcionario;Santa Cruz de Tenerife;SI;NO;SI;Alto;NO DATA;No;NO;2036;0;3;21
CLIN5;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Asturias;SI;NO;NO;Medio;SI;Averia leve;NO;2257;11293;2;56
CLIN6;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;SI;2257;0;1;24
CLIN7;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;SI;No;NO;1747;754;2;51
CLIN8;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;Alto;SI;No;NO;1541;12177;1;44
CLIN9;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1541;0;1;21
CLIN10;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Toledo;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;1541;0;1;18
CLIN11;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Castellon;SI;NO;NO;Alto;SI;Averia muy grave;SI;3239;10806;1;46
CLIN12;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Las Palmas;NO;NO;NO;Medio;NO DATA;Averia leve;NO;3400;0;1;31
CLIN13;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;La Rioja;NO;NO;NO;Medio-Bajo;SI;No;NO;2905;6684;2;45
CLIN14;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1541;0;1;21
CLIN15;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia leve;NO;5286;15105;1;49
CLIN16;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Tarragona;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;2905;0;2;26
CLIN17;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Cordoba;NO;NO;SI;Medio-Bajo;NO DATA;Averia leve;NO;2429;0;1;29
CLIN18;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia grave;NO;5286;11844;2;60
CLIN19;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Badajoz;SI;NO;NO;Alto;NO DATA;No;NO;2495;0;1;27
CLIN20;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Pontevedra;SI;NO;NO;Medio;SI;Averia muy grave;SI;5854;5865;2;60
CLIN21;A;TIPO1;FUEL 1;Baja;M;Otros;OTROS;F;Empresa;Valencia;NO;NO;NO;Medio-Bajo;SI;No;NO;2905;24347;1;53
CLIN22;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Alicante;SI;NO;NO;Medio;NO DATA;Averia grave;NO;2905;0;1;23
CLIN23;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Cantabria;NO;NO;NO;Medio;NO DATA;No;NO;1781;0;0;29
CLIN24;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Baleares;NO;NO;NO;Medio;NO DATA;No;NO;2905;0;2;26
CLIN25;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;2905;0;2;30
CLIN26;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;5286;0;2;29
CLIN27;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Las Palmas;NO;NO;NO;NA;NO DATA;No;NO;3400;0;2;31
CLIN28;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia grave;NO;6358;4186;2;58
CLIN29;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Funcionario;Leon;NO;NO;NO;Alto;SI;No;NO;2905;6207;2;60
CLIN30;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Gerona;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;5286;6124;2;37
CLIN31;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;Averia leve;NO;3110;0;0;22
CLIN32;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Funcionario;Jaen;SI;NO;NO;Medio;SI;Averia muy grave;SI;1541;4923;1;29
CLIN33;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Baleares;SI;NO;NO;Medio;NO DATA;Averia grave;NO;3599;0;1;20
CLIN34;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;EN PAREJA;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;2905;10219;2;45
CLIN35;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Murcia;NO;NO;NO;Medio-Bajo;SI;No;NO;1541;18674;2;58
CLIN36;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Asturias;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1541;0;2;25
CLIN37;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;La Rioja;SI;NO;NO;Medio;SI;No;NO;3239;14797;2;54
CLIN38;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Lacoruna;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;1541;0;0;26
CLIN39;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Pontevedra;SI;NO;NO;Medio;SI;No;NO;3239;30078;2;60
CLIN40;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;SI;Medio;SI;Averia leve;NO;1541;17003;1;46
CLIN41;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;Averia grave;NO;4696;0;0;19
CLIN42;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;Averia leve;NO;2429;0;1;20
CLIN43;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Autonomo;Las Palmas;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1525;0;1;18
CLIN44;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio-Bajo;SI;No;NO;3548;4105;2;42
CLIN45;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Funcionario;Lugo;SI;NO;NO;Alto;SI;No;NO;1747;13844;1;61
CLIN46;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Valencia;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1541;0;2;29
CLIN47;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Alto;SI;Averia muy grave;SI;2036;6847;1;23
CLIN48;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Baleares;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3239;10025;1;39
CLIN49;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;SI;NA;NO DATA;Averia muy grave;SI;1781;0;1;26
CLIN50;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Gerona;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;2495;0;0;28
CLIN51;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;EN PAREJA;F;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;4312;0;2;28
CLIN52;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;EN PAREJA;F;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;2257;10339;2;53
CLIN53;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Alto;NO DATA;Averia leve;NO;2275;0;1;22
CLIN54;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Baleares;SI;NO;NO;Medio;NO DATA;No;NO;2495;0;0;27
CLIN55;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;1781;0;0;18
CLIN56;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;F;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;Averia leve;NO;1781;0;1;31
CLIN57;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;Averia leve;NO;2036;0;2;23
CLIN58;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Lacoruna;NO;NO;SI;Medio;NO DATA;Averia grave;NO;2671;0;2;29
CLIN59;A;TIPO1;FUEL 1;Baja;M;Otros;OTROS;M;Empresa;Tarragona;NO;NO;NO;Alto;SI;Averia muy grave;SI;1030;22763;2;46
CLIN60;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;1030;3326;1;41
CLIN61;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Las Palmas;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;2242;0;2;29
CLIN62;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Gerona;SI;NO;NO;Alto;NO DATA;No;NO;1747;0;1;19
CLIN63;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;SI;NA;NO DATA;Averia grave;NO;1781;0;0;18
CLIN64;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Funcionario;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;3239;0;2;28
CLIN65;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Ciudad Real;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2473;0;2;32
CLIN66;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio;SI;No;NO;4312;6988;2;54
CLIN67;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;2257;0;2;23
CLIN68;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1781;0;2;24
CLIN69;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1541;0;2;29
CLIN70;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Granada;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;22
CLIN71;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Sevilla;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;5286;0;2;31
CLIN72;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;Averia leve;NO;1541;0;1;25
CLIN73;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;2257;20292;2;45
CLIN74;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia grave;NO;1541;0;1;20
CLIN75;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Gerona;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;31
CLIN76;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia grave;NO;3599;0;2;30
CLIN77;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;Averia leve;NO;2502;0;1;28
CLIN78;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2036;5439;2;25
CLIN79;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Alto;NO DATA;Averia grave;NO;2036;0;2;29
CLIN80;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Guipuzcua;SI;NO;SI;Alto;SI;No;NO;1541;2385;2;20
CLIN81;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio;NO DATA;No;NO;2036;0;2;31
CLIN82;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Pontevedra;SI;NO;NO;Medio;SI;No;NO;4312;9204;2;52
CLIN83;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Sevilla;NO;NO;SI;NA;NO DATA;Averia grave;NO;2429;0;1;23
CLIN84;A;TIPO1;FUEL 1;Baja;M;Otros;OTROS;F;Empresa;Guipuzcua;NO;NO;NO;Alto;SI;Averia muy grave;SI;2905;6385;2;46
CLIN85;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Cuenca;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;1541;4727;1;39
CLIN86;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Gerona;SI;NO;NO;Medio;SI;No;NO;2257;13954;1;48
CLIN87;A;TIPO1;FUEL 1;Baja;M;Contado;OTROS;F;Empresa;Valencia;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1541;0;1;18
CLIN88;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Malaga;SI;NO;NO;Alto;SI;Averia leve;SI;3239;8957;2;48
CLIN89;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;M;Empresa;Pontevedra;SI;NO;NO;NA;SI;Averia leve;NO;1030;8398;1;39
CLIN90;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;4312;0;1;30
CLIN91;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Alto;NO DATA;Averia leve;SI;2257;0;1;24
CLIN92;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Alicante;SI;NO;NO;NA;NO DATA;No;NO;2495;0;1;30
CLIN93;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;2495;0;0;23
CLIN94;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Pontevedra;SI;NO;NO;NA;NO DATA;Averia grave;NO;3239;0;1;25
CLIN95;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;2257;22013;1;50
CLIN96;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Cadiz;SI;NO;NO;Medio-Bajo;NO DATA;Averia leve;NO;3599;0;2;23
CLIN97;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2751;0;2;23
CLIN98;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Baleares;SI;NO;NO;NA;NO DATA;No;NO;1781;0;1;25
CLIN99;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Baleares;NO;NO;NO;Alto;NO DATA;No;NO;1781;0;1;28
CLIN100;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Alto;NO DATA;No;NO;1541;0;1;18
CLIN101;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Tarragona;NO;NO;SI;Medio-Bajo;NO DATA;Averia muy grave;SI;2429;0;1;25
CLIN102;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia muy grave;SI;1541;10867;2;55
CLIN103;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Valencia;SI;NO;NO;Medio-Bajo;SI;No;NO;3239;14018;2;21
CLIN104;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Santa Cruz de Tenerife;SI;NO;NO;NA;NO DATA;Averia muy grave;SI;2751;0;2;21
CLIN105;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Valencia;NO;NO;NO;Medio;NO DATA;No;NO;1541;0;1;25
CLIN106;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Granada;SI;NO;SI;Medio;NO DATA;No;SI;1541;0;2;30
CLIN107;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Alicante;SI;NO;NO;NA;NO DATA;Averia leve;NO;3239;0;1;31
CLIN108;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Malaga;SI;NO;NO;NA;SI;Averia muy grave;SI;2257;7996;2;55
CLIN109;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Murcia;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;2257;14705;1;59
CLIN110;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Gerona;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;1541;0;2;28
CLIN111;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia grave;NO;1541;13817;1;53
CLIN112;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Ciudad Real;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;2257;0;2;20
CLIN113;A;TIPO1;FUEL 1;Baja;M;Contado;EN PAREJA;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia leve;NO;1541;0;2;29
CLIN114;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1781;0;1;30
CLIN115;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;OTROS;M;Empresa;Gerona;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2495;0;0;21
CLIN116;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;NO;2257;10152;1;31
CLIN117;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;2257;0;2;30
CLIN118;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio;SI;Averia muy grave;SI;1541;28763;2;57
CLIN119;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Pontevedra;SI;NO;SI;NA;NO DATA;No;NO;4572;0;1;21
CLIN120;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Funcionario;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3239;5487;2;59
CLIN121;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Santa Cruz de Tenerife;SI;NO;NO;NA;NO DATA;Averia muy grave;SI;2990;0;2;19
CLIN122;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Guipuzcua;NO;NO;NO;NA;SI;Averia leve;NO;1541;20641;1;44
CLIN123;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;1541;0;2;23
CLIN124;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;2257;0;1;23
CLIN125;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;4312;0;1;24
CLIN126;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio;NO DATA;No;NO;5055;0;2;22
CLIN127;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Sevilla;SI;NO;SI;NA;NO DATA;No;SI;1781;0;1;30
CLIN128;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Sevilla;SI;NO;SI;NA;NO DATA;Averia muy grave;SI;1781;0;1;30
CLIN129;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Pontevedra;SI;NO;NO;Alto;SI;No;NO;2257;6892;1;49
CLIN130;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Valladolid;NO;NO;NO;Alto;NO DATA;No;SI;1541;0;1;22
CLIN131;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2429;0;1;32
CLIN132;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Navarra;SI;NO;NO;Alto;SI;No;NO;3599;45859;0;40
CLIN133;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1541;0;1;32
CLIN134;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Cadiz;NO;NO;SI;NA;NO DATA;No;NO;0;0;0;25
CLIN135;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Zaragoza;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;27
CLIN136;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Las Palmas;NO;NO;SI;NA;NO DATA;No;NO;2924;0;1;31
CLIN137;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Tarragona;SI;NO;NO;Medio;SI;No;NO;2257;16886;1;46
CLIN138;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;29
CLIN139;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Albacete;NO;NO;SI;Medio;NO DATA;No;NO;2671;0;1;20
CLIN140;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Baleares;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2905;0;1;25
CLIN141;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;SI;NA;NO DATA;Averia muy grave;SI;2429;0;1;22
CLIN142;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Alto;SI;No;NO;2905;26134;1;55
CLIN143;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;Alto;NO DATA;No;NO;2429;0;0;28
CLIN144;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;M;Empresa;Barcelona;NO;NO;NO;NA;SI;No;NO;2905;10337;1;61
CLIN145;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Castellon;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2495;0;1;19
CLIN146;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Barcelona;NO;NO;SI;Alto;NO DATA;Averia muy grave;SI;2429;0;2;23
CLIN147;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia grave;NO;2905;0;0;29
CLIN148;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Santa Cruz de Tenerife;NO;NO;SI;Medio;NO DATA;No;NO;2924;0;1;25
CLIN149;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio;NO DATA;No;NO;2905;0;2;24
CLIN150;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Baleares;NO;NO;SI;Alto;NO DATA;No;NO;2429;0;2;26
CLIN151;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;SOLTERO;F;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;3239;0;1;25
CLIN152;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Baleares;SI;NO;SI;Alto;NO DATA;No;NO;1541;0;1;18
CLIN153;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;1541;18475;1;37
CLIN154;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Funcionario;Santa Cruz de Tenerife;SI;NO;NO;Medio;NO DATA;No;NO;2751;0;2;18
CLIN155;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;29
CLIN156;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Orense;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2429;0;2;25
CLIN157;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Toledo;NO;NO;SI;NA;NO DATA;Averia leve;NO;2429;0;1;23
