CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia_,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona _Renta,REV_Garantia,Averia_grave,QUEJA_CAC,EDAD_COCHE,COSTE_VENTA,km_anno,Mas_1_coche,Edad Cliente
36695,8,6,0,0,1,2,0,1,1,39,1,0,0,2,1,2,1,3.3,2727,4928,0,47
36745,8,6,0,0,1,2,0,1,1,52,1,0,0,2,1,2,1,3.34,4918,27892,1,62
36755,8,6,0,0,1,3,0,1,1,8,1,0,0,2,1,2,1,3.27,3571,10098,1,45
36762,8,6,0,0,1,2,0,1,1,22,1,0,0,0,1,3,0,3.31,2727,12815,1,59
36775,8,6,0,0,1,2,0,1,1,19,1,1,0,0,1,3,0,3.29,2727,10854,0,45
36776,8,6,0,0,1,3,0,1,0,2,0,0,0,0,0,2,1,3.23,1829,0,0,23
36778,8,6,0,0,1,3,0,1,1,8,1,0,0,1,1,3,0,3.3,3571,21941,1,51
36783,8,6,0,0,1,3,4,1,1,13,0,0,0,3,0,3,0,3.0,1829,0,0,25
36788,8,6,0,0,1,2,0,1,1,32,1,0,0,0,1,1,0,3.27,2915,7166,1,47
36797,8,6,0,0,1,0,0,1,1,32,0,0,0,0,1,3,0,3.23,1829,13760,0,60
36800,8,6,0,0,1,0,0,1,1,7,1,0,0,2,1,3,0,3.26,1829,12943,0,62
36838,8,6,0,0,1,0,0,1,1,45,1,0,0,2,1,0,0,3.27,3571,7441,1,42
36852,8,6,0,0,1,3,0,1,1,32,0,1,0,0,1,3,0,3.23,1829,12465,1,37
36893,8,6,0,0,1,2,4,0,1,8,1,0,0,0,1,2,1,3.13,4918,22715,0,61
36909,8,6,0,0,1,2,0,1,1,8,1,0,0,2,1,3,0,3.19,2727,6635,0,52
36926,8,6,0,0,1,2,0,1,1,50,1,0,0,3,1,3,0,3.11,2727,13213,0,54
36965,8,6,0,0,1,2,0,1,1,28,1,0,0,2,1,3,0,3.16,2727,17911,0,56
36977,8,6,0,0,1,0,0,1,1,19,1,1,0,0,1,3,0,3.15,1829,4951,0,39
36998,8,6,0,0,1,0,0,1,1,5,1,0,0,2,1,3,0,3.09,1829,13739,0,57
37011,8,6,0,0,1,0,0,1,1,50,0,0,0,3,0,3,0,2.88,1829,0,0,41
37078,8,6,0,0,1,3,0,1,1,50,1,0,0,3,1,1,0,2.94,3571,10010,1,38
37095,8,6,0,0,1,2,0,0,1,7,1,0,0,1,1,3,1,3.0,2727,15327,0,46
37149,8,6,0,0,1,3,0,0,1,27,0,0,0,2,1,3,0,2.76,1829,14101,0,54
37181,8,6,0,0,1,2,4,1,1,8,1,0,0,0,1,3,0,2.87,2727,14408,0,52
37271,8,6,0,0,1,2,0,1,1,26,1,0,0,3,1,3,0,2.84,2727,13061,0,50
37274,8,6,0,0,1,0,0,1,1,8,1,0,0,0,1,3,1,2.73,3669,19913,0,54
37285,8,6,0,0,1,0,0,1,1,8,0,0,0,0,1,3,0,2.73,3669,6894,1,41
37299,8,6,0,0,1,2,2,1,1,31,1,0,0,3,1,3,0,2.71,2727,26019,0,60
37326,8,6,0,0,1,2,0,1,1,15,1,0,1,0,1,3,0,2.69,1829,23184,1,45
37388,8,6,0,0,1,2,0,1,1,48,1,0,0,3,1,3,0,2.73,4567,12869,0,58
37399,8,6,1,2,1,0,0,0,1,8,0,1,0,3,0,0,0,5.36,1170,35123,0,58
37425,8,6,1,2,1,1,0,1,1,39,0,1,0,1,0,2,1,5.42,780,23747,0,42
37431,8,6,1,2,1,0,0,0,2,32,0,0,0,2,0,0,0,5.36,0,21104,0,54
37456,8,6,1,2,1,3,0,1,1,39,0,1,0,1,0,2,1,5.3,0,16835,0,48
37459,8,6,1,2,1,3,0,1,1,39,0,1,0,1,0,0,1,5.3,0,16835,0,60
37472,8,6,1,2,1,0,0,1,1,32,0,1,0,0,0,2,1,5.34,780,9305,0,39
37477,8,6,1,2,1,0,0,1,1,50,0,0,0,0,0,2,1,5.26,0,10324,0,40
37502,8,6,1,2,1,1,0,1,1,45,0,1,0,3,0,2,1,5.18,780,14675,0,51
37506,8,6,1,2,1,0,0,1,2,32,1,0,0,2,1,2,1,5.19,828,21733,1,56
37507,8,6,1,2,1,0,0,1,1,8,1,0,0,1,1,0,0,5.13,0,8455,0,44
37519,8,6,1,2,1,0,0,1,1,3,1,0,0,0,1,0,0,5.15,0,15804,1,39
37547,8,6,1,2,1,0,0,1,1,39,1,0,0,1,1,0,1,5.09,828,16241,1,43
37571,8,6,1,2,1,3,0,1,1,7,0,1,0,0,1,2,1,4.84,828,7140,1,58
37574,8,6,1,2,1,0,0,1,0,27,0,1,0,1,0,2,1,5.0,0,13823,0,44
37621,8,6,1,2,1,0,0,1,1,32,0,1,0,0,0,0,0,4.76,0,12205,1,44
37643,8,6,1,2,1,3,0,1,1,8,0,1,0,2,1,0,1,4.84,828,9684,1,37
37657,8,6,1,2,1,0,0,1,2,35,0,1,0,1,0,2,1,4.84,0,14531,0,50
37687,8,6,1,2,1,0,0,1,1,50,0,1,0,2,0,2,1,4.79,0,7680,0,57
37692,8,6,1,2,1,0,4,1,1,8,1,0,0,0,1,0,0,4.8,0,20024,0,60
37695,8,6,1,2,1,2,0,1,1,32,0,0,0,0,0,1,1,4.63,0,38481,1,61
37704,8,6,1,2,1,0,0,0,2,25,0,0,0,3,0,2,1,4.8,0,6890,0,59
37720,8,6,1,2,1,0,0,1,1,8,0,1,0,0,0,0,1,4.74,0,32588,0,44
37731,8,6,1,2,1,1,0,1,1,8,0,1,0,2,1,0,0,4.42,1141,13906,0,53
37754,8,6,1,2,1,0,0,0,1,45,0,1,0,3,0,2,1,4.76,0,12556,0,46
37763,8,6,1,2,1,3,2,0,1,32,1,0,0,4,1,2,1,4.65,0,9891,0,38
37766,8,6,1,2,1,3,0,1,1,2,1,0,0,1,1,0,1,4.65,0,17336,0,40
37798,8,6,1,2,1,3,0,1,1,50,0,0,0,2,1,2,1,4.59,0,19859,0,58
37804,8,6,1,2,1,3,2,1,1,31,0,1,0,0,1,2,1,4.57,1141,11302,1,54
37823,8,6,1,2,1,0,0,1,1,40,0,0,0,0,1,0,1,4.63,0,18897,0,38
37838,8,6,1,2,1,0,2,0,1,32,0,1,0,0,1,2,1,4.59,0,16783,1,59
37853,8,6,1,2,1,0,0,1,1,11,0,0,0,3,1,2,1,3.86,1903,6976,0,39
37861,8,6,1,2,1,0,0,0,1,32,1,0,0,0,1,0,0,4.49,2539,20106,1,51
37865,8,6,1,2,1,0,0,1,1,8,0,1,0,3,1,0,1,4.52,1141,10369,0,62
37869,8,6,1,2,1,0,0,1,1,50,0,1,0,0,1,0,1,4.5,1711,37014,0,38
37873,8,6,1,2,1,3,0,0,1,32,1,0,0,0,1,0,1,4.44,1141,16952,1,53
37875,8,6,1,2,1,3,4,1,1,35,0,1,0,3,1,2,1,4.52,1141,24585,0,42
37884,8,6,1,2,1,0,0,1,1,45,1,0,0,0,1,2,1,4.35,2662,24322,0,60
37917,8,6,1,2,1,3,0,1,1,32,0,1,0,2,1,1,0,4.35,1141,11364,0,57
37918,8,6,1,2,1,0,0,1,1,8,0,1,0,0,0,1,0,4.36,2662,8026,0,53
37940,8,6,1,2,1,0,0,1,1,39,0,1,0,3,1,0,0,4.11,1141,10216,0,56
37955,8,6,1,2,1,3,2,0,1,32,0,1,0,0,0,0,0,4.44,2539,15977,1,46
37962,8,6,1,2,1,0,0,1,1,43,0,0,0,2,1,2,1,4.23,2539,13599,1,56
37995,8,6,1,2,1,2,3,1,1,39,0,0,0,3,1,2,1,4.28,2226,8070,0,45
38014,8,6,1,2,1,3,0,1,1,0,0,1,0,0,1,2,1,4.15,1141,18456,0,61
38016,8,6,1,2,1,3,0,1,1,2,0,1,0,1,0,1,0,4.4,1141,10882,0,46
38023,8,6,1,2,1,2,0,1,1,20,1,0,0,2,1,2,1,3.94,2988,9826,0,59
38028,8,6,1,2,1,3,0,1,1,39,1,0,0,1,1,2,1,4.35,1141,14534,0,46
38040,8,6,1,2,1,3,0,0,1,8,0,1,0,0,0,2,1,4.36,1141,18652,0,38
38042,8,6,1,2,1,3,0,1,1,17,0,1,0,3,1,2,1,4.35,1141,10009,0,39
38059,8,6,1,2,1,3,0,0,1,40,0,0,0,0,1,2,1,4.08,1141,14083,1,47
38078,8,6,1,2,1,0,0,1,1,3,0,0,0,2,1,1,1,4.27,1711,34195,1,50
38107,8,6,1,2,1,0,0,1,1,19,0,1,0,3,1,0,0,4.34,2662,21764,0,40
38111,8,6,1,2,1,3,0,0,2,32,0,1,0,1,1,3,0,4.29,1141,22846,0,52
38126,8,6,1,2,1,3,0,1,1,40,0,0,0,0,1,0,0,4.28,1141,5590,0,42
38134,8,6,1,2,1,3,0,1,1,8,0,0,0,1,1,2,1,4.26,1141,16440,0,48
38155,8,6,1,2,1,1,0,1,1,39,0,1,0,2,1,0,0,4.17,2539,11531,1,45
38180,8,6,1,2,1,2,0,0,2,48,0,0,0,1,1,2,1,4.08,2226,16064,0,46
38185,8,6,1,2,1,3,0,1,1,8,1,0,0,3,1,2,1,4.15,1141,10062,0,59
38208,8,6,1,2,1,3,0,0,1,3,0,1,0,2,1,1,0,4.19,1141,10502,0,39
38215,8,6,1,2,1,2,0,0,1,30,0,0,0,0,1,2,1,4.17,2226,10948,0,52
38278,8,6,1,2,1,3,2,0,1,42,0,0,0,0,1,0,0,4.1,1141,12115,0,42
38286,8,6,1,2,1,3,0,1,1,10,0,0,0,1,1,0,0,3.86,1903,19380,0,42
38306,8,6,1,2,1,1,0,1,1,23,0,1,0,4,1,2,1,4.09,1141,10588,0,50
38330,8,6,1,2,1,3,0,0,1,2,0,0,0,0,1,2,1,4.06,1141,9366,0,47
38340,8,6,1,2,1,2,0,1,1,24,0,0,0,3,1,0,0,4.06,2226,19481,0,58
38343,8,6,1,2,1,3,3,1,1,8,0,0,0,0,1,2,1,3.92,1903,18209,0,70
38352,8,6,1,2,1,3,0,1,1,32,0,1,0,0,1,0,0,4.06,1141,14810,0,52
38358,8,6,1,2,1,3,0,1,1,7,0,0,0,3,1,2,1,4.04,2539,27118,1,42
38394,8,6,1,2,1,0,4,1,1,26,0,0,0,3,1,0,0,3.91,1903,7627,0,43
38400,8,6,1,2,1,0,0,0,1,32,0,0,0,2,1,0,0,3.95,1903,18582,0,62
38402,8,6,1,2,1,0,0,1,1,50,0,0,0,2,1,0,1,4.02,1141,14228,0,30
38467,8,6,1,2,1,2,0,1,1,52,1,0,0,3,1,2,1,4.0,2226,26882,0,46
38482,8,6,1,2,1,3,0,1,1,52,0,0,0,0,1,1,0,3.76,1903,13590,1,48
38510,8,6,1,2,1,2,0,0,1,39,1,0,0,2,1,0,1,3.57,4828,17516,0,54
38527,8,6,1,2,1,0,0,1,1,32,0,0,0,2,1,0,0,3.96,1903,23835,0,51
38544,8,6,1,2,1,3,0,1,1,21,0,0,0,3,1,2,1,3.94,2854,30230,1,55
38564,8,6,1,2,1,2,0,1,1,8,1,0,0,0,1,2,1,3.96,5310,15724,0,45
38566,8,6,1,2,1,0,0,1,1,32,1,0,0,1,1,2,1,3.96,1903,22073,0,60
38569,8,6,1,2,1,0,0,1,1,39,0,1,0,2,1,0,0,3.76,2854,30888,1,50
38592,8,6,1,2,1,0,0,0,1,4,0,0,0,0,1,2,1,3.84,1903,15483,0,38
38598,8,6,1,2,1,2,0,1,1,33,1,0,0,0,1,2,1,3.9,2988,10253,0,54
38655,8,6,1,2,1,3,0,1,2,35,0,1,0,1,1,0,0,3.88,1903,16753,0,60
38666,8,6,1,2,1,3,4,1,1,8,0,0,0,2,1,3,0,3.81,1903,20561,0,55
38704,8,6,1,2,1,2,4,0,1,48,1,0,0,3,1,0,0,3.84,2988,17640,0,55
38739,8,6,1,2,1,2,0,1,1,20,1,0,0,0,1,0,0,3.79,2988,6288,1,47
38777,8,6,1,2,1,3,0,1,1,8,0,1,0,3,1,2,1,3.65,1903,10318,0,61
38784,8,6,1,2,1,3,0,0,1,22,1,0,0,3,1,0,0,3.77,3682,26563,1,37
38804,8,6,1,2,1,2,0,1,1,11,1,0,0,3,0,1,0,3.78,2988,0,0,57
38806,8,6,1,2,1,2,0,1,1,32,1,0,0,0,1,2,1,3.78,5310,18804,1,66
38817,8,6,1,2,1,0,0,1,1,32,0,0,0,1,1,1,0,3.71,1903,22958,0,59
38818,8,6,1,2,1,3,0,1,1,2,0,1,0,3,1,2,1,3.79,1903,27919,0,57
38894,8,6,1,2,1,0,0,1,1,23,0,1,0,1,1,2,1,3.71,1903,6908,0,59
38906,8,6,1,2,1,3,0,1,1,32,1,0,0,2,1,2,1,3.77,3682,7680,1,47
38920,8,6,1,2,1,2,0,1,1,52,1,0,0,2,1,2,1,3.77,2988,12362,0,53
38925,8,6,1,2,1,3,0,1,1,4,0,1,0,1,1,3,0,3.74,1903,16046,0,43
38927,8,6,1,2,1,3,0,1,1,52,1,0,0,2,1,0,0,3.5,3682,17724,1,60
38928,8,6,1,2,1,1,0,1,0,35,1,0,0,1,1,2,1,3.52,1903,25266,0,55
38930,8,6,1,2,1,0,0,1,1,32,0,1,0,0,1,1,0,3.56,1903,23688,1,49
38973,8,6,1,2,1,2,0,1,1,31,1,0,0,3,1,0,0,3.71,4482,36523,1,48
38988,8,6,1,2,1,2,0,1,2,13,1,0,0,3,1,0,0,3.59,2988,12912,0,39
38991,8,6,1,2,1,3,0,1,1,4,0,1,0,0,1,1,0,3.52,1903,11907,0,58
39000,8,6,1,2,1,0,4,1,1,29,1,0,0,3,1,2,1,3.66,1903,6001,0,57
39025,8,6,1,2,1,2,0,0,1,48,1,0,0,1,1,2,1,3.7,3908,13739,0,37
39069,8,6,1,2,1,3,0,1,1,32,1,0,0,1,1,2,1,3.67,1903,14952,0,43
39134,8,6,1,2,1,2,2,1,1,32,1,0,0,1,1,1,0,3.71,2988,15500,0,37
39188,8,6,1,2,1,2,4,1,1,13,1,0,0,2,1,1,0,3.51,2988,21864,0,56
39211,8,6,1,2,1,2,0,1,1,32,1,0,0,2,1,1,0,3.56,2988,21535,0,61
39228,8,6,1,2,1,2,0,1,1,39,1,0,0,2,1,2,1,3.54,5672,9847,1,39
39230,8,6,1,2,1,0,0,1,1,8,0,0,0,3,1,1,0,3.46,1903,20682,0,53
39231,8,6,1,2,1,0,0,1,1,8,1,0,0,2,1,0,0,3.59,1903,14632,0,41
39252,8,6,1,2,1,0,0,1,1,32,1,0,0,0,1,0,0,3.54,1903,20742,1,46
39266,8,6,1,2,1,2,4,1,1,8,1,0,0,0,1,0,0,3.52,2988,14905,1,42
39287,8,6,1,2,1,2,0,1,1,8,1,0,0,2,1,0,0,3.48,2799,22005,0,37
39303,8,6,1,2,1,0,0,0,1,32,1,0,0,2,1,2,1,3.51,3682,10798,1,38
39333,8,6,1,2,1,3,3,1,1,45,0,0,0,2,1,1,0,3.44,2823,16663,0,37
39360,8,6,1,2,1,0,3,0,1,0,0,0,0,0,1,2,1,3.47,1903,14167,0,41
39362,8,6,1,2,1,2,0,0,1,8,1,0,0,0,1,3,0,3.44,2799,10170,1,54
39365,8,6,1,2,1,0,4,1,1,32,1,0,0,0,1,2,1,3.34,3682,13747,1,61
39443,8,6,1,2,1,2,0,1,1,6,1,0,0,0,1,0,0,3.39,5026,37868,1,58
39447,8,6,1,2,1,3,0,0,1,48,0,0,0,3,1,2,1,3.43,1903,11951,0,47
39480,8,6,1,2,1,3,0,1,0,33,1,0,0,0,1,2,1,3.39,1903,9739,1,61
39513,8,6,1,2,1,0,0,1,1,32,1,0,0,0,1,1,0,3.33,1903,12124,1,41
39560,8,6,1,2,1,0,0,1,1,32,1,0,0,0,1,1,0,3.41,1903,16459,1,55
39573,8,6,1,2,1,2,0,0,1,8,1,0,0,2,1,0,0,3.06,2799,25631,0,49
39578,8,6,1,2,1,3,0,0,1,49,0,0,0,3,1,1,1,3.39,1903,14631,0,52
39615,8,6,1,2,1,3,0,1,1,35,0,1,0,3,1,0,0,3.32,1903,14672,0,54
39629,8,6,1,2,1,3,0,1,1,4,0,0,0,3,1,3,0,3.14,1903,16045,0,60
39653,8,6,1,2,1,3,0,1,1,45,0,0,0,3,1,3,1,3.33,2854,42096,1,43
39658,8,6,1,2,1,2,0,0,2,2,1,0,0,3,1,3,0,3.3,2799,20139,0,51
39672,8,6,1,2,1,3,0,1,1,8,1,0,0,3,1,2,1,3.34,3682,18038,1,54
39695,8,6,1,2,1,3,0,1,1,15,0,0,0,3,1,1,0,2.47,1903,13033,0,42
39715,8,6,1,2,1,2,0,1,1,32,1,0,0,0,1,0,0,3.35,2799,24229,1,60
39720,8,6,1,2,1,2,0,0,2,3,1,0,0,3,1,2,1,3.14,2799,22446,0,58
39731,8,6,1,2,1,0,0,1,2,33,0,0,0,1,1,2,1,3.35,1903,19836,0,50
39733,8,6,1,2,1,2,0,1,1,45,1,0,0,0,1,1,0,3.31,2799,15643,0,45
39792,8,6,1,2,1,3,0,1,1,4,0,0,0,0,1,2,1,3.1,1903,23858,0,38
39795,8,6,1,2,1,2,0,1,1,8,1,0,0,0,1,2,1,3.15,5026,36335,1,58
39808,8,6,1,2,1,2,0,1,1,6,1,0,0,1,1,2,1,3.31,5026,19444,1,40
39824,8,6,1,2,1,0,0,1,1,8,1,0,0,0,1,2,1,2.99,3682,14646,0,50
39827,8,6,1,2,1,0,0,0,1,32,1,0,0,0,1,2,1,3.21,1903,9590,0,40
39835,8,6,1,2,1,0,0,1,1,8,1,0,0,3,1,0,0,3.23,3682,15078,0,57
39872,8,6,1,2,1,0,0,1,1,4,1,0,0,0,1,1,1,3.2,3682,17207,1,58
39931,8,6,1,2,1,0,0,1,1,32,0,0,0,2,1,2,1,3.05,1903,25461,0,51
39936,8,6,1,2,1,0,4,1,1,45,0,0,0,3,1,2,1,3.23,1903,21677,0,50
39997,8,6,1,2,1,0,4,1,0,3,0,1,0,3,1,0,0,3.27,2854,47263,0,45
40019,8,6,1,2,1,3,0,1,1,32,1,0,0,2,1,2,1,3.19,1903,17083,0,57
40034,8,6,1,2,1,0,0,0,1,39,1,0,0,2,1,2,1,3.23,3682,21717,1,50
40039,8,6,1,2,1,2,0,1,1,48,1,0,0,2,1,3,1,3.21,4198,37618,1,60
40049,8,6,1,2,1,2,0,1,1,39,1,0,0,2,1,0,0,2.9,2799,21289,0,41
40054,8,6,1,2,1,0,0,1,1,8,0,0,0,0,1,2,1,3.23,1903,9311,1,44
40082,8,6,1,2,1,0,0,1,1,32,0,0,0,2,1,0,1,3.17,1903,19730,0,52
40092,8,6,1,2,1,2,0,1,1,50,1,0,0,3,1,0,0,3.21,5026,12848,1,46
40123,8,6,1,2,1,0,0,1,1,10,0,1,0,1,1,3,0,3.22,1903,28431,0,51
40145,8,6,1,2,1,3,0,0,1,15,0,0,0,0,1,2,1,3.19,1903,14640,1,57
40150,8,6,1,2,1,0,0,1,1,8,1,0,0,3,1,2,1,3.2,1903,12916,0,52
40161,8,6,1,2,1,3,0,1,1,35,0,0,0,1,1,0,0,3.1,1903,19599,0,37
40182,8,6,1,2,1,0,0,1,1,48,0,0,0,2,1,1,0,3.19,1903,15159,0,37
40195,8,6,1,2,1,2,0,1,1,32,1,0,0,2,1,1,1,2.76,2799,15508,0,59
40199,8,6,1,2,1,0,0,1,0,21,0,0,0,3,1,0,0,3.17,1903,13986,0,52
40207,8,6,1,2,1,2,0,1,1,4,1,0,0,1,1,2,1,2.79,2799,7823,0,46
40211,8,6,1,2,1,2,0,1,1,52,1,0,0,1,1,2,1,3.17,2799,14841,0,47
40251,8,6,1,2,1,3,0,1,1,49,0,0,0,2,1,2,1,3.13,1903,13401,0,42
40255,8,6,1,2,1,3,0,0,1,8,0,1,0,2,1,2,1,3.15,1903,13023,0,54
40274,8,6,1,2,1,0,0,1,1,27,0,1,0,1,1,2,1,3.17,1903,18071,0,43
40280,8,6,1,2,1,0,0,0,1,19,1,0,0,0,1,2,1,3.08,1903,11423,0,55
40286,8,6,1,2,1,3,0,1,1,42,0,0,0,3,1,0,0,2.99,3743,15130,0,51
40296,8,6,1,2,1,2,0,1,1,2,1,0,0,2,1,3,0,3.04,2799,6846,0,41
40352,8,6,1,2,1,3,0,1,1,32,1,0,0,0,1,1,0,3.11,1903,10751,1,46
40362,8,6,1,2,1,3,0,1,1,12,0,0,0,1,1,2,1,3.0,1903,17173,0,52
40437,8,6,1,2,1,2,0,1,1,48,1,0,0,3,1,1,0,2.79,2799,11775,0,39
40458,8,6,1,2,1,2,0,1,1,48,1,0,0,2,1,1,0,3.07,2799,14543,0,31
40488,8,6,1,2,1,2,4,0,2,8,1,0,0,0,1,1,0,2.78,2799,8358,1,53
40540,8,6,1,2,1,3,0,1,2,24,0,0,0,3,1,0,0,3.04,1903,10097,0,45
40560,8,6,1,2,1,2,0,1,1,32,1,0,0,2,1,2,1,2.87,2799,14137,0,47
40580,8,6,1,2,1,3,0,1,1,8,0,0,0,0,1,1,0,2.73,1903,9071,0,62
40593,8,6,1,2,1,2,2,1,1,43,1,0,0,0,1,2,1,2.61,2799,21039,0,60
40625,8,6,1,2,1,3,0,0,1,8,1,0,0,2,1,2,1,2.92,1903,13937,0,56
40655,8,6,1,2,1,0,0,0,1,48,0,0,0,3,1,1,0,2.94,3743,12290,0,55
40700,8,6,1,2,1,2,0,1,1,8,1,0,0,0,1,2,1,3.0,2799,13868,0,40
40711,8,6,1,2,1,0,0,1,1,29,0,0,0,3,1,2,1,2.97,1903,8210,0,67
40720,8,6,1,2,1,2,0,0,1,22,1,0,0,3,1,1,0,2.97,2799,17911,0,43
40770,8,6,1,2,1,2,0,1,1,19,1,0,0,2,1,2,1,2.97,4639,21446,0,56
40857,8,6,1,2,1,0,0,0,1,23,1,0,0,3,1,0,0,2.95,6359,27548,0,37
40876,8,6,1,2,1,3,0,0,2,2,0,0,0,0,1,2,1,2.81,1903,14974,0,55
40907,8,6,1,2,1,3,0,0,1,2,0,0,0,3,0,2,1,2.87,1903,0,0,59
40913,8,6,1,2,1,3,0,1,2,3,0,0,0,0,1,2,1,2.82,1903,20688,1,50
40952,8,6,1,2,1,0,0,0,1,48,1,0,0,0,1,3,0,2.88,3743,11476,1,50
40954,8,6,1,2,1,2,0,0,1,7,1,0,0,0,1,0,0,2.85,5026,14472,1,51
40959,8,6,1,2,1,2,0,1,1,8,1,0,1,0,1,3,0,2.84,3682,9147,1,53
40973,8,6,1,2,1,2,0,1,1,52,1,0,0,2,1,0,0,2.88,2799,23941,0,54
40982,8,6,1,2,1,2,0,0,1,7,1,0,0,1,1,0,0,2.85,4198,33557,1,60
41016,8,6,1,2,1,2,0,1,1,16,1,0,0,1,1,0,0,2.85,2799,13677,0,57
41020,8,6,1,2,1,2,0,1,1,8,1,0,0,0,1,3,0,2.83,2799,13102,1,44
41060,8,6,1,2,1,2,0,1,1,8,1,0,0,0,1,0,0,2.79,2799,24066,1,42
41066,8,6,1,2,1,3,0,1,1,47,1,0,0,3,1,0,1,2.79,3682,38734,1,61
41115,8,6,1,2,1,0,0,1,1,21,0,0,0,0,1,0,0,2.79,1903,11303,0,45
41125,8,6,1,2,1,0,0,1,1,32,0,0,0,0,1,2,1,2.85,1903,24969,1,38
41136,8,6,1,2,1,2,0,0,1,20,1,0,0,3,1,2,1,2.79,4198,47989,1,44
41149,8,6,1,2,1,3,0,1,1,29,0,0,0,3,1,2,1,2.8,1903,5064,0,60
41203,8,6,1,2,1,2,0,0,1,52,1,0,0,2,1,0,0,2.83,2799,20812,0,55
41227,8,6,1,2,1,0,0,0,1,35,0,0,0,3,1,2,1,2.73,1903,19780,0,40
41230,8,6,1,2,1,3,0,0,1,49,1,0,0,0,1,1,0,2.7,3682,16000,1,47
41231,8,6,1,2,1,3,0,0,1,35,0,0,0,3,1,0,0,2.81,2854,30936,1,50
41244,8,6,1,2,1,0,0,1,1,39,0,0,0,3,1,0,0,2.71,1903,15308,0,50
41273,8,6,1,2,1,2,0,1,1,50,1,0,0,3,1,0,0,2.74,2799,17739,0,53
41284,8,6,1,2,1,0,0,1,1,48,0,0,0,2,1,2,1,2.77,1903,16558,0,45
41298,8,6,1,2,1,3,0,0,1,43,0,0,0,0,1,1,0,2.69,1903,13614,1,47
41306,8,6,1,2,1,3,0,1,1,45,0,0,0,0,0,0,0,2.03,3743,0,0,24
41314,8,6,1,2,1,3,0,0,1,4,1,0,0,0,1,0,0,2.68,1903,24315,1,44
41321,8,6,1,2,1,2,0,1,1,32,1,0,0,0,1,3,0,2.54,2799,10528,1,38
41327,8,6,1,2,1,3,0,1,2,33,0,1,0,2,1,2,1,2.76,1903,28662,0,51
41331,8,6,1,2,1,3,4,0,1,19,0,0,0,3,1,0,0,2.79,2854,34815,1,37
41345,8,6,1,2,1,0,0,0,1,32,1,0,0,2,1,1,0,2.76,3682,26640,1,59
41367,8,6,1,2,1,3,0,1,1,3,0,0,0,3,1,2,1,2.76,1903,7915,0,38
41369,8,6,1,2,1,2,0,1,1,42,1,0,0,0,1,2,1,2.73,7786,53677,0,37
41391,8,6,1,2,1,2,4,1,1,49,1,0,1,0,1,1,0,2.67,1903,14066,0,43
41414,8,6,1,2,1,3,0,0,1,8,0,0,0,2,1,2,1,2.79,3743,18728,0,49
41425,8,6,1,2,1,2,0,0,1,32,1,0,1,0,0,1,0,2.76,3682,0,1,44
41455,8,6,1,2,1,0,0,1,1,8,1,0,0,0,1,3,0,2.7,6442,47835,1,43
41456,8,6,1,2,1,2,0,1,1,6,1,0,0,3,1,0,0,2.68,4639,19725,0,61
41476,8,6,1,2,1,2,0,1,2,32,1,0,0,0,1,3,0,2.65,5026,33503,1,51
41488,8,6,1,2,1,2,0,1,1,50,1,0,0,3,1,3,0,2.52,2799,16238,0,40
41493,8,6,1,2,1,2,0,1,0,2,1,0,0,1,1,3,0,2.31,2799,9506,0,52
41510,8,6,1,2,1,2,0,0,1,39,1,0,1,3,1,3,1,2.59,1903,21491,0,47
41533,8,6,1,2,1,2,0,0,1,30,1,0,0,2,1,3,0,2.57,2799,15961,0,40
41538,8,6,1,2,1,2,0,0,1,24,1,0,0,3,1,3,0,2.51,4198,38600,1,55
41559,8,6,1,2,1,0,0,1,1,8,0,0,0,0,1,3,1,2.56,2271,16211,1,60
41565,8,6,1,2,1,3,0,0,1,36,0,0,0,2,1,2,1,2.52,1903,14372,0,61
41581,8,6,1,2,1,3,4,1,1,32,0,0,0,0,1,0,0,2.56,1903,20653,1,54
41594,8,6,1,2,1,2,0,1,1,37,1,0,0,0,1,3,0,2.54,2799,17588,1,51
41610,8,6,1,2,1,2,0,0,1,26,0,0,1,2,0,3,0,1.83,2648,0,0,51
41615,8,6,1,2,1,2,0,1,1,32,1,0,0,0,1,3,0,2.55,2799,22583,1,40
41617,8,6,1,2,1,1,0,0,1,8,1,0,0,2,1,1,0,2.53,1976,11068,0,50
41619,8,6,1,2,1,3,0,1,1,45,1,0,0,2,1,3,0,2.43,1903,18322,0,43
41620,8,6,1,2,1,2,0,1,1,52,1,0,0,0,1,3,0,2.28,5026,10344,1,53
41652,8,6,1,2,1,2,0,1,1,12,1,0,0,2,1,3,0,2.48,2799,7825,0,48
41687,8,6,1,2,1,0,0,0,2,19,1,0,0,0,1,3,0,2.58,2854,32886,1,50
41700,8,6,1,2,1,0,0,0,1,28,1,0,0,3,1,3,0,2.45,3682,19588,0,62
41706,8,6,1,2,1,2,0,0,1,35,1,0,0,3,1,3,0,2.37,4198,32133,1,37
41722,8,6,1,2,1,0,0,1,1,32,0,0,0,2,1,2,1,2.48,1903,20580,0,53
41749,8,6,1,2,1,2,0,1,1,52,1,0,0,2,1,3,0,2.46,2799,15900,0,45
