CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia_,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona _Renta,REV_Garantia,Averia_grave,QUEJA_CAC,EDAD_COCHE,COSTE_VENTA,km_anno,Mas_1_coche,Edad Cliente
41942,8,6,1,2,1,3,0,1,1,32,0,0,0,0,0,3,0,2.16,1903,0,1,69
41994,8,6,1,2,1,0,0,1,1,8,0,0,0,2,1,3,0,2.54,1976,11321,0,62
41998,8,6,1,2,1,2,0,1,1,48,1,0,0,3,1,2,1,2.53,2799,25069,0,43
42005,8,6,1,2,1,3,0,0,1,8,1,0,0,0,1,3,0,2.5,3682,24102,1,58
42022,8,6,1,2,1,3,0,0,1,46,0,0,0,3,1,3,0,2.51,1903,6028,0,43
42029,8,6,1,2,1,3,0,1,1,35,0,0,0,1,0,3,0,2.14,1903,0,0,32
42035,8,6,1,2,1,2,0,1,1,11,1,0,0,2,1,3,0,2.52,2799,17208,0,53
42060,8,6,1,2,1,2,0,1,2,32,1,0,1,0,1,3,0,2.52,1903,14192,1,47
42069,8,6,1,2,1,0,0,1,1,50,0,0,0,0,1,3,1,2.51,1903,16018,1,48
42071,8,6,1,2,1,2,0,1,1,32,1,0,0,0,1,3,0,2.52,2799,14017,1,50
42081,8,6,1,2,1,2,0,1,1,32,1,0,1,2,1,3,0,2.45,1903,15414,1,42
42083,8,6,1,2,1,0,0,1,1,32,0,0,0,0,0,1,0,2.47,1903,0,1,54
42110,8,6,1,2,1,2,0,1,1,8,1,0,0,2,0,3,0,2.42,2799,0,0,40
42138,8,6,1,2,1,2,4,0,1,8,1,0,0,3,1,3,0,2.52,2799,17647,0,29
42148,8,6,1,2,1,3,0,0,1,27,1,0,0,2,1,3,0,2.52,2854,33557,1,43
42159,8,6,1,2,1,2,0,1,1,35,1,0,0,1,0,3,0,2.21,2799,0,0,41
42179,8,6,1,2,1,3,0,1,1,30,1,0,0,3,1,3,0,2.51,1903,11884,0,46
42184,8,6,1,2,1,0,0,1,1,48,0,0,0,0,1,2,1,2.27,2854,35862,1,38
42209,8,6,1,2,1,2,0,1,1,25,1,0,0,0,1,3,1,2.51,2799,8654,0,37
42216,8,6,1,2,1,2,0,1,1,32,1,0,0,2,1,3,0,2.43,2799,24512,0,39
42229,8,6,1,2,1,2,0,0,1,32,1,0,0,0,1,3,0,2.39,5026,20713,1,45
42261,8,6,1,2,1,0,0,1,1,13,0,0,0,2,1,2,1,2.37,1903,13891,0,38
42304,8,6,1,2,1,3,0,1,1,32,0,0,0,0,1,3,0,2.48,2854,34138,0,57
42309,8,6,1,2,1,0,0,0,1,8,1,0,0,2,1,2,1,2.5,3682,18829,1,49
42310,8,6,1,2,1,0,0,0,1,32,0,0,0,2,1,3,0,2.39,1903,15536,0,25
42329,8,6,1,2,1,2,4,1,1,32,1,0,1,0,1,3,0,2.33,1903,24438,1,48
42336,8,6,1,2,1,0,0,1,1,10,0,0,0,3,1,1,0,2.16,1903,29786,0,43
42366,8,6,1,2,1,0,0,1,1,4,0,0,0,1,0,2,1,2.1,1903,0,0,38
42374,8,6,1,2,1,2,0,1,1,48,1,0,0,0,1,3,0,2.44,5026,15913,1,62
42378,8,6,1,2,1,2,0,1,1,43,1,0,0,3,1,3,0,2.21,4198,30518,1,48
42388,8,6,1,2,1,2,0,1,1,50,1,0,0,3,0,3,0,2.06,2799,0,0,55
42392,8,6,1,2,1,2,0,1,1,24,1,0,0,3,1,3,0,2.25,2799,6827,0,57
42407,8,6,1,2,1,0,4,1,1,9,0,0,0,3,0,3,0,2.31,1903,0,0,65
42451,8,6,1,2,1,2,0,1,1,19,1,0,0,0,1,3,0,2.35,2799,28562,0,62
42470,8,6,1,2,1,2,0,1,1,32,1,0,0,0,1,3,0,2.39,4198,36437,1,38
42475,8,6,1,2,1,0,0,1,1,48,0,0,0,3,1,3,0,2.41,1903,14481,0,37
42477,8,6,1,2,1,2,0,1,1,8,1,0,0,3,1,3,0,2.45,2799,19129,0,37
42478,8,6,1,2,1,2,0,1,1,26,1,0,0,0,1,3,0,2.36,2799,24422,1,60
42485,8,6,1,2,1,0,4,1,1,27,0,0,0,3,1,3,0,2.46,2854,34758,0,39
42493,8,6,1,2,1,2,0,1,1,32,1,0,0,0,1,3,1,2.45,2799,19599,1,55
42507,8,6,1,2,1,0,0,1,2,33,0,0,0,2,1,3,0,2.27,1903,29186,0,45
42529,8,6,1,2,1,2,0,1,1,35,1,0,0,3,1,3,0,2.45,2799,19756,0,60
42598,8,6,1,2,1,0,0,1,1,32,0,0,0,0,1,3,0,2.33,1903,10318,1,53
42609,8,6,1,2,1,0,0,1,1,32,0,0,0,0,1,3,0,2.37,1903,18347,1,50
42619,8,6,1,2,1,0,0,1,1,1,0,0,0,3,0,3,0,2.13,1903,0,0,63
42639,8,6,1,2,1,3,0,1,1,32,0,0,0,2,1,3,0,2.23,1903,28933,0,48
42640,8,6,1,2,1,3,2,1,1,8,0,0,0,3,0,3,1,2.25,1903,0,0,58
42649,8,6,1,2,1,3,0,1,1,32,0,0,0,2,1,2,1,2.37,1903,25771,0,40
42655,8,6,1,2,1,2,2,1,1,32,1,0,0,0,1,3,0,2.1,2799,23745,0,44
42661,8,6,1,2,1,2,0,0,2,8,1,0,0,0,0,3,1,2.1,2799,0,0,60
42696,8,6,1,2,1,2,0,0,1,8,1,0,0,0,1,3,0,2.45,2799,10948,1,59
42713,8,6,1,2,1,2,0,1,1,8,1,0,0,1,1,3,0,2.04,2799,27286,0,59
42716,8,6,1,2,1,2,0,1,1,27,1,0,0,3,1,3,0,2.34,2799,26706,0,56
42733,8,6,1,2,1,2,0,1,1,8,1,0,0,3,0,3,1,1.96,5026,0,1,69
42741,8,6,1,2,1,2,0,1,1,21,1,0,0,0,1,3,0,2.21,2799,24837,0,54
42802,8,6,1,2,1,0,0,1,1,28,0,0,0,0,1,3,0,2.24,2087,29623,0,52
42808,8,6,1,2,1,3,0,1,1,15,0,0,0,0,1,3,0,2.37,1903,15083,0,38
42833,8,6,1,2,1,0,0,1,1,35,0,0,0,3,0,3,0,1.87,1903,0,0,55
42840,8,6,1,2,1,2,0,1,1,35,1,0,0,3,0,3,0,1.99,2799,0,0,32
42859,8,6,1,2,1,0,0,1,1,32,0,0,0,2,1,3,0,2.34,1903,11633,0,40
42881,8,6,1,2,1,3,0,1,1,3,0,0,0,0,1,0,0,2.36,1903,4900,1,45
42898,8,6,1,2,1,3,0,1,1,32,1,0,0,0,1,3,0,2.3,3682,44853,1,38
42900,8,6,1,2,1,2,0,1,1,13,1,0,0,3,0,3,0,2.06,2799,0,0,61
42926,8,6,1,2,1,0,0,1,1,27,0,0,0,3,1,0,0,2.34,1903,15827,0,45
42940,8,6,1,2,1,2,0,0,1,12,1,0,0,3,1,3,0,2.34,2799,10408,0,49
42952,8,6,1,2,1,2,0,1,1,32,1,0,0,2,1,3,0,2.35,2799,17207,0,51
42988,8,6,1,2,1,0,0,1,1,19,0,0,0,0,1,3,0,2.12,2854,35260,1,41
42999,8,6,1,2,1,0,0,1,1,39,0,0,0,3,0,3,0,2.35,1903,0,0,46
43052,8,6,1,2,1,0,4,0,1,15,0,0,0,3,1,3,0,2.33,1903,16130,0,53
43069,8,6,1,2,1,0,0,1,1,48,0,0,0,0,1,2,1,2.29,1903,16559,1,52
43091,8,6,1,2,1,2,0,0,1,35,1,0,1,2,0,0,0,2.1,1903,0,0,32
43092,8,6,1,2,1,2,0,0,2,2,1,0,0,3,1,1,0,2.29,2799,26986,0,40
43097,8,6,1,2,1,0,0,1,1,19,0,0,0,0,0,2,1,2.0,1903,0,0,33
43113,8,6,1,2,1,0,0,1,1,43,0,0,0,3,0,3,0,1.93,1903,0,0,25
43182,8,6,1,2,1,2,0,1,0,33,1,0,0,1,0,2,1,2.13,5026,0,1,57
43205,8,6,1,2,1,0,0,1,1,2,0,0,0,3,0,3,0,2.12,1903,0,0,69
43232,8,6,1,2,1,3,0,1,1,16,0,0,0,1,0,3,0,1.7,1903,0,0,40
43246,8,6,1,2,1,3,0,1,1,1,0,0,0,2,1,3,0,2.24,1903,18882,0,37
43249,8,6,1,2,1,2,0,1,0,49,1,0,1,1,0,3,0,2.04,1903,0,0,33
43314,8,6,1,2,1,2,0,1,1,48,1,0,0,0,0,3,0,2.23,2799,0,0,48
43353,8,6,1,2,1,2,0,1,1,48,1,0,0,2,0,3,0,2.22,2799,0,0,67
43363,8,6,1,2,1,2,0,1,1,32,1,0,1,2,0,3,0,2.19,1903,0,1,66
43398,8,6,1,2,1,2,0,1,1,8,1,0,0,3,0,3,0,2.18,2799,0,0,22
43411,8,6,1,2,1,2,0,1,1,8,1,0,0,2,0,3,0,2.18,5026,0,1,34
43415,8,6,1,2,1,1,0,1,1,37,0,0,0,0,0,0,0,1.98,1903,0,1,59
43421,8,6,1,2,1,2,0,1,1,8,1,0,0,0,0,3,0,2.19,2799,0,0,36
43456,8,6,1,2,1,2,0,1,1,8,1,0,0,0,0,3,0,2.19,2799,0,1,34
43461,8,6,1,2,1,3,0,0,1,35,0,0,0,3,0,3,1,2.19,1903,0,0,70
43484,8,6,1,2,1,2,0,1,1,52,0,0,1,2,0,3,0,1.81,2648,0,0,31
43497,8,6,1,2,1,0,0,1,1,30,0,0,0,2,0,3,0,2.02,1903,0,0,42
43500,8,6,1,2,1,2,4,0,1,37,1,0,0,3,1,3,0,2.02,2799,28526,0,51
43559,8,6,1,2,1,2,0,1,1,47,1,0,0,0,0,3,1,1.99,2799,0,0,37
43565,8,6,1,2,1,0,0,0,1,48,1,0,0,3,0,3,0,2.04,1903,0,0,64
43591,8,6,1,2,1,0,0,1,1,32,1,0,0,0,0,3,0,2.05,3682,0,1,26
43625,8,6,1,2,1,0,0,1,1,32,1,0,0,2,0,3,0,1.94,1903,0,0,46
43631,8,6,1,2,1,2,4,1,1,32,1,0,0,2,1,3,0,1.9,4198,51110,1,57
43648,8,6,1,2,1,0,0,0,1,11,1,0,0,0,1,2,1,2.1,2854,35516,0,58
43653,8,6,1,2,1,3,0,0,1,47,0,0,0,2,0,3,0,2.03,1903,0,0,26
43669,8,6,1,2,1,0,0,1,1,1,0,0,0,3,0,3,0,2.05,1903,0,0,47
43742,8,6,1,2,1,2,0,1,1,27,1,0,0,3,1,1,0,2.0,2799,18264,0,59
43747,8,6,1,2,1,2,0,1,1,32,0,0,1,1,0,3,0,1.71,2648,0,0,64
43760,8,6,1,2,1,0,0,1,1,32,0,0,0,2,0,3,0,2.01,1903,0,0,28
43761,8,6,1,2,1,2,0,1,1,13,0,0,1,1,0,3,0,1.42,2648,0,0,32
43804,8,6,1,2,1,2,0,1,1,32,1,0,1,1,0,3,0,1.93,1903,0,0,36
43827,8,6,1,2,1,3,4,1,1,41,1,0,0,3,0,3,0,1.99,2087,0,0,65
43832,8,6,1,2,1,2,4,1,1,52,1,0,0,2,0,3,0,1.96,2799,0,0,66
43887,8,6,1,2,1,2,0,1,1,32,1,0,0,2,0,3,0,1.93,2799,0,0,48
43895,8,6,1,2,1,0,0,1,1,32,1,0,0,1,0,3,0,1.92,3682,0,1,67
43898,8,6,1,2,1,2,0,0,1,32,0,0,1,1,0,3,0,1.56,2648,0,0,68
43917,8,6,1,2,1,2,0,1,1,12,1,0,0,3,0,3,0,1.92,2799,0,0,50
43938,8,6,1,2,1,2,0,0,1,7,1,0,1,2,0,3,0,1.93,1903,0,1,32
43940,8,6,1,2,1,2,0,0,1,40,1,0,0,0,0,2,1,1.93,2799,0,0,57
43968,8,6,1,2,1,3,0,1,1,50,0,0,0,1,0,3,1,1.62,1903,0,0,22
43979,8,6,1,2,1,2,0,1,1,45,1,0,1,3,0,2,1,1.78,1903,0,0,69
43991,8,6,1,2,1,0,3,1,1,33,1,0,1,1,0,3,0,1.25,2854,0,1,68
44013,8,6,1,2,1,2,0,1,1,48,0,0,1,1,0,3,0,1.68,2648,0,0,65
44026,8,6,1,2,1,2,0,1,1,40,1,0,0,0,0,3,0,1.93,2799,0,1,62
44065,8,6,1,2,1,0,0,1,1,32,0,0,0,0,0,3,1,1.93,1903,0,1,52
44113,8,6,1,2,1,2,0,0,1,48,0,0,1,2,0,3,0,1.89,2648,0,0,65
44129,8,6,1,2,1,0,4,0,1,48,1,0,0,1,0,3,0,1.42,1903,0,0,70
44155,8,6,1,2,1,2,0,0,1,32,1,0,1,1,0,3,0,1.55,1903,0,0,21
44172,8,6,1,2,1,0,0,1,1,32,0,0,0,0,0,3,0,1.83,1903,0,0,50
44186,8,6,1,2,1,0,0,0,1,32,0,0,0,2,0,2,1,1.87,1903,0,0,40
44202,8,6,1,2,1,2,4,1,1,32,0,0,1,1,0,3,0,1.65,2648,0,0,29
44252,8,6,1,2,1,2,0,1,0,19,1,0,1,0,0,3,0,1.85,4800,0,1,27
44287,8,6,1,2,1,1,4,1,1,39,1,0,0,1,0,3,0,1.85,1903,0,0,45
44292,8,6,1,2,1,0,0,1,1,5,0,0,0,3,0,3,0,1.76,1903,0,0,34
44293,8,6,1,2,1,2,4,1,1,17,1,0,1,3,0,3,0,1.85,4800,0,1,39
44295,8,6,1,2,1,0,0,1,1,32,0,0,0,1,0,3,0,1.74,1903,0,0,36
44316,8,6,1,2,1,0,0,0,1,32,1,0,0,1,0,3,0,1.39,1903,0,0,34
44329,8,6,1,2,1,2,0,1,1,45,0,0,1,3,0,3,0,1.85,2648,0,0,54
44339,8,6,1,2,1,3,0,0,1,52,0,0,0,0,0,3,0,1.77,1903,0,0,41
44352,8,6,1,2,1,2,0,1,1,8,0,0,1,2,0,3,0,1.79,2648,0,0,58
44363,8,6,1,2,1,3,0,1,1,8,0,0,0,0,0,3,0,1.76,1903,0,1,29
44370,8,6,1,2,1,2,0,1,1,32,0,0,1,2,0,3,0,1.81,2648,0,0,22
44381,8,6,1,2,1,0,0,1,1,39,0,0,0,1,0,3,0,1.74,1903,0,0,67
44382,8,6,1,2,1,2,0,1,1,27,1,0,1,3,0,3,0,1.83,4800,0,1,52
44415,8,6,1,2,1,2,0,0,1,32,1,0,1,1,0,3,0,1.28,2648,0,0,60
44421,8,6,1,2,1,3,0,1,1,8,0,0,0,1,0,3,0,1.6,1903,0,0,21
44510,8,6,1,2,1,2,3,0,1,8,0,0,1,1,0,3,0,1.35,1903,0,0,39
44528,8,6,1,2,1,2,0,1,1,19,0,0,1,3,1,3,0,1.83,3972,42250,1,43
44548,8,6,1,2,1,0,4,0,1,32,0,0,0,2,1,3,0,1.8,2854,41188,1,39
44577,8,6,1,2,1,2,0,1,1,52,0,0,1,1,0,3,0,1.7,2648,0,0,55
44630,8,6,1,2,1,2,4,1,1,27,0,0,1,3,0,3,0,1.77,2648,0,0,62
44647,8,6,1,2,1,2,0,1,1,15,0,0,1,1,0,1,0,1.42,2648,0,0,50
44650,8,6,1,2,1,0,0,1,1,8,0,0,0,1,0,3,0,1.74,1903,0,0,43
44684,8,6,1,2,1,2,4,0,1,48,0,0,1,1,0,3,0,1.67,2648,0,0,53
44699,8,6,1,2,1,2,0,1,1,32,1,0,1,1,0,3,0,1.58,1903,0,0,52
44707,8,6,1,2,1,2,4,1,1,32,0,0,1,1,0,3,0,1.5,2648,0,0,32
44737,8,6,1,2,1,0,0,1,1,48,0,0,0,1,0,3,0,1.72,1903,0,0,54
44767,8,6,1,2,1,2,0,0,1,48,1,0,1,1,0,3,0,1.69,1903,0,0,46
44770,8,6,1,2,1,2,0,1,1,48,0,0,0,1,0,3,0,1.7,2799,0,0,21
44776,8,6,1,2,1,2,0,1,1,2,0,0,1,1,0,1,0,1.64,2648,0,0,63
44796,8,6,1,2,1,2,0,1,1,19,0,0,1,1,0,3,0,1.66,2648,0,0,54
44797,8,6,1,2,1,2,0,1,1,13,0,0,1,1,0,3,0,1.7,2648,0,0,31
44810,8,6,1,2,1,2,0,1,1,32,1,0,1,1,0,3,0,1.56,1903,0,0,36
44816,8,6,1,2,1,2,0,1,1,47,0,0,1,1,0,3,0,1.29,2648,0,0,68
44848,8,6,1,2,1,2,0,1,1,32,1,0,1,1,0,3,0,1.58,2854,0,1,50
44849,8,6,1,2,1,0,3,1,1,8,0,0,0,1,0,3,0,1.58,1903,0,0,39
44863,8,6,1,2,1,2,0,1,1,47,0,0,1,1,0,3,0,1.6,2648,0,0,39
44877,8,6,1,2,1,0,0,1,1,50,0,0,0,1,0,3,0,1.56,1903,0,0,27
44880,8,6,1,2,1,2,4,1,1,8,0,0,1,1,0,3,0,1.54,2648,0,0,62
44889,8,6,1,2,1,3,0,0,1,47,0,0,1,1,0,3,0,1.7,2854,0,1,35
44908,8,6,1,2,1,3,4,1,1,47,0,0,0,1,0,3,0,1.54,1903,0,0,34
44919,8,6,1,2,1,2,0,1,1,47,0,0,1,1,0,3,0,1.7,2648,0,0,39
44933,8,6,1,2,1,2,4,1,1,26,0,0,1,1,0,3,0,1.37,2648,0,0,60
44952,8,6,1,2,1,2,0,1,1,47,0,0,1,1,0,2,1,1.5,2648,0,0,53
44967,8,6,1,2,1,0,0,1,1,48,1,0,0,1,0,3,0,1.66,1903,0,0,50
44969,8,6,1,2,1,0,0,0,1,48,0,0,0,1,0,3,0,1.42,1903,0,0,60
44971,8,6,1,2,1,3,0,1,1,35,0,0,0,1,0,3,0,1.67,1903,0,0,25
44996,8,6,1,2,1,2,4,0,1,4,0,0,1,1,0,3,0,1.67,2648,0,0,57
45029,8,6,1,2,1,2,0,1,1,32,0,0,1,1,0,3,0,1.39,2648,0,0,51
45081,8,6,1,2,1,3,0,1,2,2,0,0,1,1,0,3,0,1.55,2854,0,1,53
45093,8,6,1,2,1,1,0,1,1,8,0,0,0,1,0,2,1,1.58,1903,0,0,46
45162,8,6,1,2,1,3,0,1,1,45,0,0,0,1,0,3,0,1.59,1903,0,0,63
45188,8,6,1,2,1,0,0,1,1,19,0,0,0,1,0,3,0,1.3,1903,0,0,40
45191,8,6,1,2,1,0,0,1,1,47,0,0,1,1,0,3,0,1.33,2854,0,1,67
45204,8,6,1,2,1,2,0,0,1,2,1,0,1,1,0,3,0,1.37,1903,0,0,49
45344,8,6,1,2,1,0,0,1,1,48,0,0,1,1,0,3,1,1.49,2854,0,1,42
45352,8,6,1,2,1,2,0,1,1,50,0,0,1,1,0,3,0,1.37,2648,0,0,53
45367,8,6,1,2,1,2,0,1,1,43,1,0,1,1,0,3,0,1.42,1903,0,0,43
45398,8,6,1,2,1,2,0,0,1,30,0,0,1,1,0,3,0,1.44,2648,0,0,50
45469,8,6,1,2,1,2,2,1,1,2,1,0,1,1,0,3,0,1.28,1903,0,0,51
45491,8,6,1,2,1,2,0,1,1,32,0,0,1,1,0,3,0,1.35,2648,0,0,24
45528,8,6,1,2,1,2,0,1,1,4,0,0,1,1,0,3,0,1.34,2648,0,0,52
45529,8,6,1,2,1,3,0,1,1,35,0,0,0,1,0,3,0,1.36,1903,0,0,61
45576,8,6,1,2,1,2,0,0,1,33,0,0,1,1,0,3,0,1.25,2648,0,0,26
45626,8,6,1,2,1,2,4,1,1,47,0,0,1,1,0,3,0,1.27,2648,0,0,65
45664,8,6,1,2,0,0,4,1,1,9,1,0,0,0,1,2,1,5.36,0,19877,0,55
45676,8,6,1,2,0,0,0,1,1,7,0,1,0,2,0,0,1,5.37,751,14989,0,57
45682,8,6,1,2,0,0,0,1,1,32,1,1,0,0,1,2,1,5.3,0,21691,0,50
45683,8,6,1,2,0,0,0,1,1,32,1,0,0,0,1,0,0,5.38,751,21297,1,45
45732,8,6,1,2,0,3,0,1,1,20,0,0,0,3,1,2,1,4.81,1816,12341,0,53
45742,8,6,1,2,0,0,0,1,1,2,0,0,0,4,0,2,1,4.8,0,4074,0,62
45754,8,6,1,2,0,0,0,1,1,35,0,0,0,3,1,2,1,4.79,0,8040,0,47
45787,8,6,1,2,0,1,0,1,1,8,1,0,0,3,1,0,1,4.67,0,16265,0,45
45803,8,6,1,2,0,0,0,1,1,8,1,0,0,4,1,0,0,4.51,1098,6936,0,67
45804,8,6,1,2,0,0,0,0,1,27,1,0,0,0,1,0,1,4.17,1098,15278,0,50
45806,8,6,1,2,0,0,4,1,1,8,1,0,0,0,1,2,1,4.64,0,5962,0,42
45818,8,6,1,2,0,0,0,1,1,7,0,1,0,1,1,0,0,4.13,1098,15079,0,43
45827,8,6,1,2,0,0,0,1,1,48,0,0,0,0,1,0,1,4.44,1098,17971,0,50
45828,8,6,1,2,0,0,0,1,1,8,1,0,0,3,1,0,1,4.53,1648,31352,0,57
45878,8,6,1,2,0,0,0,1,1,32,0,0,0,0,1,1,1,4.02,1648,31156,1,46
45922,8,6,1,2,0,1,3,1,0,50,0,0,0,1,1,2,1,4.11,2476,36743,1,59
45923,8,6,1,2,0,2,0,1,1,47,0,0,0,1,1,2,1,4.04,2184,14536,0,61
45965,8,6,1,2,0,0,0,1,1,2,0,0,0,1,1,2,1,3.96,1829,11287,0,62
45989,8,6,1,2,0,2,4,0,1,48,1,0,0,2,1,2,1,3.9,2915,13024,0,52
46012,8,6,1,2,0,2,0,1,1,30,1,0,0,3,1,0,0,3.37,4918,9276,1,43
46032,8,6,1,2,0,0,0,0,1,8,0,0,0,3,1,2,1,3.43,1829,13351,0,42
46033,8,6,1,2,0,0,0,1,0,33,0,1,0,1,1,0,0,3.6,1829,16669,0,26
46067,8,6,1,2,0,3,0,1,1,49,0,0,0,2,1,0,0,3.39,1829,11873,0,46
46070,8,6,1,2,0,3,0,1,1,20,1,0,0,3,1,0,0,3.67,1829,9715,0,61
46093,8,6,1,2,0,3,4,1,2,6,1,0,0,1,1,2,1,3.65,3571,36322,1,61
46098,8,6,1,2,0,0,0,1,1,32,0,0,0,2,1,2,1,3.66,1829,13901,0,60
46108,8,6,1,2,0,3,0,1,1,4,0,1,0,3,1,1,1,3.59,1829,12958,0,38
46115,8,6,1,2,0,3,0,1,2,2,0,0,0,4,1,2,1,3.44,1829,12644,0,50
46116,8,6,1,2,0,0,0,0,1,32,0,0,0,0,1,2,1,3.56,1829,19647,0,57
46128,8,6,1,2,0,2,0,1,1,45,1,0,0,0,1,2,1,3.37,2727,22349,0,61
46134,8,6,1,2,0,0,0,0,1,32,0,1,0,2,1,0,1,3.23,1829,7317,0,60
46142,8,6,1,2,0,3,0,1,1,2,1,0,0,1,0,1,0,3.45,3571,0,1,54
46150,8,6,1,2,0,3,0,1,1,22,1,0,0,3,1,2,1,3.39,3571,20126,1,42
46162,8,6,1,2,0,2,0,1,1,47,1,0,0,3,1,1,0,3.4,2727,12709,0,37
46218,8,6,1,2,0,2,0,1,1,47,1,0,0,1,1,3,0,3.25,2727,15250,0,53
46225,8,6,1,2,0,3,0,1,1,19,0,0,0,0,1,2,1,3.14,1829,18908,0,44
46255,8,6,1,2,0,2,0,1,1,8,1,0,0,0,1,0,0,3.19,2727,10335,0,51
46271,8,6,1,2,0,2,4,1,1,32,1,0,0,2,1,0,1,3.11,2727,12948,0,61
46298,8,6,1,2,0,3,0,1,1,30,0,0,0,2,1,1,0,2.95,1829,8392,0,50
46303,8,6,1,2,0,3,0,0,1,30,0,0,0,4,1,0,0,2.87,1829,19599,0,55
46308,8,6,1,2,0,3,0,1,2,30,0,0,0,0,1,1,1,2.62,1829,20395,0,49
46363,8,6,1,2,0,0,4,1,1,21,0,0,0,1,1,2,1,2.89,2743,32725,1,50
46406,8,6,1,2,0,3,0,1,1,32,0,0,0,0,1,2,1,2.79,1829,13059,1,38
46522,8,6,1,2,0,2,0,1,1,1,1,0,0,3,1,3,0,2.35,2727,10210,0,47
46540,8,6,1,2,0,0,0,1,1,32,1,0,0,2,1,3,0,2.4,1829,12507,0,56
46559,8,6,1,2,0,3,0,1,1,24,0,0,0,3,1,3,0,2.52,1829,11223,0,44
46576,8,6,1,2,0,2,0,0,1,32,1,0,0,2,1,3,0,2.35,2727,27238,0,62
46577,8,6,1,2,0,2,0,1,1,50,1,0,0,0,1,0,0,2.26,2727,23786,0,47
46583,8,6,1,2,0,3,0,0,2,3,0,0,0,2,0,3,0,2.21,1829,0,0,33
46593,8,6,1,2,0,0,4,1,1,32,0,0,0,3,1,3,0,2.29,1829,19968,0,44
46613,8,6,1,2,0,2,0,0,1,32,1,0,0,0,1,3,0,2.35,7678,33293,1,41
46618,8,6,1,2,0,2,0,1,1,8,1,0,1,2,1,2,1,2.36,1829,19113,0,67
46664,8,6,1,2,0,2,0,1,1,2,1,0,0,1,1,3,0,2.21,4090,40567,1,40
46686,8,6,1,2,0,0,0,0,1,33,1,0,0,1,1,3,0,2.21,3571,43725,1,59
46697,8,6,1,2,0,0,0,1,1,8,1,0,0,0,0,3,0,2.24,3571,0,1,43
46699,8,6,1,2,0,2,4,1,1,32,1,0,1,1,0,3,0,2.2,1829,0,0,28
46717,8,6,1,2,0,0,4,1,1,8,0,0,0,0,1,3,0,2.08,1829,28409,0,60
46728,8,6,1,2,0,0,0,1,1,8,0,0,0,0,0,1,0,2.11,1829,0,1,30
46732,8,6,1,2,0,0,0,1,1,2,1,0,0,0,0,3,0,2.0,3571,0,1,64
46739,8,6,1,2,0,0,0,1,1,47,1,0,0,3,0,3,0,2.04,3571,0,0,29
46749,8,6,1,2,0,0,0,1,1,24,1,0,0,0,0,3,0,1.92,1829,0,1,36
46752,8,6,1,2,0,0,2,1,1,2,1,0,0,2,0,3,0,1.91,3571,0,1,65
46760,8,6,1,2,0,0,0,1,1,25,0,0,0,1,0,3,0,1.91,1829,0,0,23
46795,8,6,1,2,0,0,0,0,1,35,0,0,0,3,0,3,0,1.95,1829,0,0,52
46800,8,6,1,2,0,2,0,1,1,32,0,0,1,1,0,3,0,1.83,2574,0,0,24
46801,8,6,1,2,0,2,0,1,1,32,0,0,1,2,0,3,0,1.89,2574,0,0,61
46812,8,6,1,2,0,2,0,1,1,13,1,0,1,0,1,3,0,1.9,4689,34114,1,46
46815,8,6,1,2,0,0,0,1,1,35,0,0,0,3,0,1,0,1.88,1829,0,0,21
46886,8,6,1,2,0,2,0,0,1,32,0,0,1,1,0,3,0,1.7,2574,0,0,28
46887,8,6,1,2,0,0,0,1,1,8,0,0,0,2,0,3,1,1.76,1829,0,0,44
46889,8,6,1,2,0,0,0,1,1,8,1,0,0,0,0,3,0,1.79,1829,0,1,70
46905,8,6,1,2,0,2,0,1,1,30,0,0,1,1,0,3,0,1.73,2574,0,0,24
46914,8,6,1,2,0,2,0,1,1,11,1,0,1,1,0,1,0,1.73,1829,0,0,68
46917,8,6,1,2,0,3,0,1,1,39,0,0,1,1,0,3,0,1.51,2743,0,1,36
47033,8,6,1,2,0,2,0,1,1,8,1,0,1,1,0,3,0,1.47,2574,0,0,27
47040,8,6,1,2,0,2,0,0,1,45,1,0,1,1,0,3,0,1.43,2574,0,0,59
47042,8,6,1,2,0,3,0,1,1,52,0,0,0,1,0,3,0,1.3,1829,0,0,27
47063,8,6,1,2,0,2,0,1,1,32,0,0,1,1,0,3,0,1.33,2574,0,0,53
47064,8,6,1,2,0,2,0,1,1,22,0,0,1,1,0,3,0,1.37,2574,0,0,27
47153,8,6,0,0,1,3,0,1,1,39,0,0,0,3,1,3,1,2.59,1829,16671,0,55
47161,8,6,0,0,1,2,0,0,1,8,1,0,0,0,1,3,0,2.6,4567,20931,0,58
47167,8,6,0,0,1,3,0,0,1,32,0,0,0,2,1,3,0,2.58,1829,13098,0,53
47173,8,6,0,0,1,2,0,0,1,48,1,0,0,3,1,3,0,2.6,2727,9357,0,53
47175,8,6,0,0,1,3,0,1,1,22,0,0,0,2,1,3,0,2.6,1829,17458,0,43
47229,8,6,0,0,1,2,4,1,1,8,1,0,0,0,0,3,0,2.53,4918,0,1,37
47237,8,6,0,0,1,0,0,1,1,48,0,0,0,2,1,0,0,2.53,1829,12685,0,61
